# Aircraft             Segment              Span Fraction        Control (x)          Control (y)          Control (z)          Chord                Twist                Dihedral             Sweep                Aero Sweep           Area                 Alpha                Flap Defl.           u                    v                    w                    Re                   M                    CL                   Cm                   Parasitic CD         Zero-Lift Alpha      
belloc               foil_left              3.562500000000e-01  -9.209637908121e-03  -3.002432201246e-01   4.016188194525e-02   3.163312500000e-01   0.000000000000e+00   2.192133540505e-01  -4.276056667386e-02  -4.276056667386e-02   3.370904882813e-03   3.395848480258e+00   0.000000000000e+00  -3.914090260415e+01   2.748766108918e-01  -2.440638377355e+00   8.483091632482e+05   1.152183511074e-01   4.630362872048e-01   0.000000000000e+00   1.200000000000e-02  -2.001829860136e-02
belloc               foil_left              3.437500000000e-01  -8.753692692171e-03  -2.898419867954e-01   3.784455389453e-02   3.182687500000e-01   0.000000000000e+00   2.192133540505e-01  -4.276056667386e-02  -4.276056667386e-02   3.391551367188e-03   3.393953054799e+00   0.000000000000e+00  -3.921446774866e+01   2.639943110951e-01  -2.441321136075e+00   8.550962967585e+05   1.154331699682e-01   4.628430917417e-01   0.000000000000e+00   1.200000000000e-02  -2.001829860136e-02
belloc               foil_left              3.312500000000e-01  -8.297747476221e-03  -2.794407534662e-01   3.552722584380e-02   3.202062500000e-01   0.000000000000e+00   2.192133540505e-01  -4.276056667386e-02  -4.276056667386e-02   3.412197851563e-03   3.392706730606e+00   0.000000000000e+00  -3.925719068346e+01   2.535919856560e-01  -2.440692376520e+00   8.612275048177e+05   1.155573787260e-01   4.627160573712e-01   0.000000000000e+00   1.200000000000e-02  -2.001829860136e-02
belloc               foil_left              3.187500000000e-01  -7.841802260271e-03  -2.690395201371e-01   3.320989779308e-02   3.221437500000e-01   0.000000000000e+00   2.192133540505e-01  -4.276056667386e-02  -4.276056667386e-02   3.432844335938e-03   3.391292910892e+00   0.000000000000e+00  -3.927958252207e+01   2.437278106126e-01  -2.438830985782e+00   8.669216626918e+05   1.156218037866e-01   4.625719506463e-01   0.000000000000e+00   1.200000000000e-02  -2.001829860136e-02
belloc               foil_left              3.062500000000e-01  -7.385857044321e-03  -2.586382868079e-01   3.089256974235e-02   3.240812500000e-01   0.000000000000e+00   2.192133540505e-01  -4.276056667386e-02  -4.276056667386e-02   3.453490820312e-03   3.389453401688e+00   0.000000000000e+00  -3.928600353285e+01   2.343392899429e-01  -2.435806625124e+00   8.722671392191e+05   1.156392327279e-01   4.623844545716e-01   0.000000000000e+00   1.200000000000e-02  -2.001829860136e-02
belloc               foil_left              2.937500000000e-01  -6.929911828371e-03  -2.482370534787e-01   2.857524169162e-02   3.260187500000e-01   0.000000000000e+00   2.192133540505e-01  -4.276056667386e-02  -4.276056667386e-02   3.474137304688e-03   3.387217988418e+00   0.000000000000e+00  -3.927737580840e+01   2.253069911426e-01  -2.431670710512e+00   8.772780838917e+05   1.156123681264e-01   4.621566050928e-01   0.000000000000e+00   1.200000000000e-02  -2.001829860136e-02
belloc               foil_left              2.812500000000e-01  -6.473966612421e-03  -2.378358201496e-01   2.625791364090e-02   3.279562500000e-01   0.000000000000e+00   2.192133540505e-01  -4.276056667386e-02  -4.276056667386e-02   3.494783789063e-03   3.384868106846e+00   0.000000000000e+00  -3.925164161500e+01   2.164528669453e-01  -2.426458782708e+00   8.819024086535e+05   1.155351711270e-01   4.619170881772e-01   0.000000000000e+00   1.200000000000e-02  -2.001829860136e-02
belloc               foil_left              2.687500000000e-01  -6.018021396471e-03  -2.274345868204e-01   2.394058559017e-02   3.298937500000e-01   0.000000000000e+00   2.192133540505e-01  -4.276056667386e-02  -4.276056667386e-02   3.515430273438e-03   3.383078035725e+00   0.000000000000e+00  -3.920250889516e+01   2.074859543963e-01  -2.420201232424e+00   8.859915659912e+05   1.153891821194e-01   4.617346311890e-01   0.000000000000e+00   1.200000000000e-02  -2.001829860136e-02
belloc               foil_left              2.562500000000e-01  -5.562076180521e-03  -2.170333534912e-01   2.162325753945e-02   3.318312500000e-01   0.000000000000e+00   2.192133540505e-01  -4.276056667386e-02  -4.276056667386e-02   3.536076757813e-03   3.383420410423e+00   0.000000000000e+00  -3.911484290436e+01   1.978296192590e-01  -2.412957108768e+00   8.891933715441e+05   1.151300063529e-01   4.617695284920e-01   0.000000000000e+00   1.200000000000e-02  -2.001829860136e-02
belloc               foil_left              2.437500000000e-01  -5.106130964571e-03  -2.066321201620e-01   1.930592948872e-02   3.337687500000e-01   0.000000000000e+00   2.192133540505e-01  -4.276056667386e-02  -4.276056667386e-02   3.556723242187e-03   3.390185764701e+00   0.000000000000e+00  -3.894845222383e+01   1.860033635721e-01  -2.404946348892e+00   8.905767982137e+05   1.146397682014e-01   4.624591022994e-01   0.000000000000e+00   1.200000000000e-02  -2.001829860136e-02
belloc               foil_left              2.312500000000e-01  -4.650185748621e-03  -1.962308868329e-01   1.698860143799e-02   3.357062500000e-01   0.000000000000e+00   2.192133540505e-01  -4.276056667386e-02  -4.276056667386e-02   3.577369726563e-03   3.419720386761e+00   0.000000000000e+00  -3.855811467918e+01   1.663964282262e-01  -2.397287579661e+00   8.867831242319e+05   1.134926111437e-01   4.654694844667e-01   0.000000000000e+00   1.200000000000e-02  -2.001829860136e-02
belloc               foil_left              2.187500000000e-01  -4.194240532671e-03  -1.858296535037e-01   1.467127338727e-02   3.376437500000e-01   0.000000000000e+00   2.192133540505e-01  -4.276056667386e-02  -3.858962491571e-02   3.598016210937e-03   3.628747086162e+00   0.000000000000e+00  -3.668429915650e+01   8.863147995077e-02  -2.386679095815e+00   8.488738691819e+05   1.079991468098e-01   4.867551555667e-01   0.000000000000e+00   1.200000000000e-02  -2.001490083709e-02
belloc               foil_left              2.062500000000e-01  -3.805881044336e-03  -1.753604189202e-01   1.281612332762e-02   3.390681547619e-01   0.000000000000e+00   7.295476273336e-02  -2.164208272473e-02  -2.910287859672e-02   3.613195024182e-03   3.508357386939e+00   0.000000000000e+00  -3.759641235793e+01   1.498390645072e-01  -2.342897210788e+00   8.739003378873e+05   1.106805419185e-01   4.744466259090e-01   0.000000000000e+00   1.200000000000e-02  -2.000847276550e-02
belloc               foil_left              1.937500000000e-01  -3.575221587104e-03  -1.647325147432e-01   1.203938858049e-02   3.398511904762e-01   0.000000000000e+00   7.295476273336e-02  -2.164208272473e-02  -2.271234694517e-02   3.621539248512e-03   3.475332662334e+00   0.000000000000e+00  -3.804514732898e+01   1.306372365105e-01  -2.328372392815e+00   8.865000709168e+05   1.119990739890e-01   4.710611580545e-01   0.000000000000e+00   1.200000000000e-02  -2.000515961603e-02
belloc               foil_left              1.812500000000e-01  -3.344562129871e-03  -1.541046105662e-01   1.126265383336e-02   3.405059523810e-01   0.000000000000e+00   7.295476273336e-02  -2.164208272473e-02  -2.164208272473e-02   3.628516555060e-03   3.396940509353e+00   0.000000000000e+00  -3.884782711629e+01   1.337602064306e-01  -2.321678717269e+00   9.068972978307e+05   1.143529947325e-01   4.630680895924e-01   0.000000000000e+00   1.200000000000e-02  -2.000468471170e-02
belloc               foil_left              1.687500000000e-01  -3.113902672639e-03  -1.434767063893e-01   1.048591908624e-02   3.411607142857e-01   0.000000000000e+00   7.295476273336e-02  -2.164208272473e-02  -2.164208272473e-02   3.635493861607e-03   3.380507550599e+00   0.000000000000e+00  -3.908610579900e+01   1.265601247773e-01  -2.324042701109e+00   9.141944455686e+05   1.150518764436e-01   4.613931236539e-01   0.000000000000e+00   1.200000000000e-02  -2.000468471170e-02
belloc               foil_left              1.562500000000e-01  -2.883243215406e-03  -1.328488022123e-01   9.709184339107e-03   3.418154761905e-01   0.000000000000e+00   7.295476273336e-02  -2.164208272473e-02  -2.164208272473e-02   3.642471168155e-03   3.374412266760e+00   0.000000000000e+00  -3.920293407879e+01   1.180692672457e-01  -2.326133384456e+00   9.186763203621e+05   1.153944557070e-01   4.607718482656e-01   0.000000000000e+00   1.200000000000e-02  -2.000468471170e-02
belloc               foil_left              1.437500000000e-01  -2.652583758174e-03  -1.222208980353e-01   8.932449591978e-03   3.424702380952e-01   0.000000000000e+00   7.295476273336e-02  -2.164208272473e-02  -2.164208272473e-02   3.649448474702e-03   3.371142729591e+00   0.000000000000e+00  -3.926924650642e+01   1.094225205953e-01  -2.327155513448e+00   9.219853249674e+05   1.155886830793e-01   4.604385934029e-01   0.000000000000e+00   1.200000000000e-02  -2.000468471170e-02
belloc               foil_left              1.312500000000e-01  -2.421924300941e-03  -1.115929938583e-01   8.155714844850e-03   3.431250000000e-01   0.000000000000e+00   7.295476273336e-02  -2.164208272473e-02  -2.164208272473e-02   3.656425781250e-03   3.368433938765e+00   0.000000000000e+00  -3.930817311457e+01   1.008886314427e-01  -2.326949848607e+00   9.246566826582e+05   1.157023803697e-01   4.601624938606e-01   0.000000000000e+00   1.200000000000e-02  -2.000468471170e-02
belloc               foil_left              1.187500000000e-01  -2.191264843709e-03  -1.009650896813e-01   7.378980097721e-03   3.437797619048e-01   0.000000000000e+00   7.295476273336e-02  -2.164208272473e-02  -2.164208272473e-02   3.663403087798e-03   3.365400049574e+00   0.000000000000e+00  -3.932927721126e+01   9.252550266403e-02  -2.325477881371e+00   9.269112555541e+05   1.157635915725e-01   4.598532579429e-01   0.000000000000e+00   1.200000000000e-02  -2.000468471170e-02
belloc               foil_left              1.062500000000e-01  -1.960605386476e-03  -9.033718550434e-02   6.602245350593e-03   3.444345238095e-01   0.000000000000e+00   7.295476273336e-02  -2.164208272473e-02  -2.164208272473e-02   3.670380394345e-03   3.361649289459e+00   0.000000000000e+00  -3.933672810943e+01   8.432258578492e-02  -2.322716249624e+00   9.288447022459e+05   1.157845402723e-01   4.594709533586e-01   0.000000000000e+00   1.200000000000e-02  -2.000468471170e-02
belloc               foil_left              9.375000000000e-02  -1.729945929244e-03  -7.970928132736e-02   5.825510603464e-03   3.450892857143e-01   0.000000000000e+00   7.295476273336e-02  -2.164208272473e-02  -2.164208272473e-02   3.677357700893e-03   3.357013649098e+00   0.000000000000e+00  -3.933185040847e+01   7.624117313950e-02  -2.318626369479e+00   9.304863373783e+05   1.157691029125e-01   4.589984553830e-01   0.000000000000e+00   1.200000000000e-02  -2.000468471170e-02
belloc               foil_left              8.125000000000e-02  -1.499286472011e-03  -6.908137715038e-02   5.048775856336e-03   3.457440476190e-01   0.000000000000e+00   7.295476273336e-02  -2.164208272473e-02  -2.164208272473e-02   3.684335007440e-03   3.351469309854e+00   0.000000000000e+00  -3.931381324682e+01   6.822465749303e-02  -2.313142072843e+00   9.318147596860e+05   1.157148285576e-01   4.584333362481e-01   0.000000000000e+00   1.200000000000e-02  -2.000468471170e-02
belloc               foil_left              6.875000000000e-02  -1.268627014779e-03  -5.845347297340e-02   4.272041109207e-03   3.463988095238e-01   0.000000000000e+00   7.295476273336e-02  -2.164208272473e-02  -2.164208272473e-02   3.691312313988e-03   3.345157933929e+00   0.000000000000e+00  -3.927924222872e+01   6.019425804540e-02  -2.306162220714e+00   9.327481735237e+05   1.156117990709e-01   4.577900351890e-01   0.000000000000e+00   1.200000000000e-02  -2.000468471170e-02
belloc               foil_left              5.625000000000e-02  -1.037967557546e-03  -4.782556879642e-02   3.495306362078e-03   3.470535714286e-01   0.000000000000e+00   7.295476273336e-02  -2.164208272473e-02  -2.164208272473e-02   3.698289620536e-03   3.338541321552e+00   0.000000000000e+00  -3.922037127553e+01   5.202678190839e-02  -2.297548491669e+00   9.330999903230e+05   1.154372068482e-01   4.571156222214e-01   0.000000000000e+00   1.200000000000e-02  -2.000468471170e-02
belloc               foil_left              4.375000000000e-02  -8.073081003138e-04  -3.719766461944e-02   2.718571614950e-03   3.477083333333e-01   0.000000000000e+00   7.295476273336e-02  -2.164208272473e-02  -2.164208272473e-02   3.705266927083e-03   3.332916698377e+00   0.000000000000e+00  -3.911946111887e+01   4.348346125727e-02  -2.287148339880e+00   9.324452707379e+05   1.151389843610e-01   4.565423199573e-01   0.000000000000e+00   1.200000000000e-02  -2.000468471170e-02
belloc               foil_left              3.125000000000e-02  -5.766486430813e-04  -2.656976044245e-02   1.941836867821e-03   3.483630952381e-01   0.000000000000e+00   7.295476273336e-02  -2.164208272473e-02  -2.164208272473e-02   3.712244233631e-03   3.332359264469e+00   0.000000000000e+00  -3.892942364805e+01   3.393667491724e-02  -2.274962512713e+00   9.296575256694e+05   1.145789905059e-01   4.564855022333e-01   0.000000000000e+00   1.200000000000e-02  -2.000468471170e-02
belloc               foil_left              1.875000000000e-02  -3.459891858488e-04  -1.594185626547e-02   1.165102120693e-03   3.490178571429e-01   0.000000000000e+00   7.295476273336e-02  -2.164208272473e-02  -2.164208272473e-02   3.719221540179e-03   3.354331409972e+00   0.000000000000e+00  -3.847657177677e+01   2.078490900397e-02  -2.262394721108e+00   9.205847176084e+05   1.132479257405e-01   4.587250620400e-01   0.000000000000e+00   1.200000000000e-02  -2.000468471170e-02
belloc               foil_left              6.250000000000e-03  -1.153297286163e-04  -5.313952088491e-03   3.883673735643e-04   3.496726190476e-01   0.000000000000e+00   7.295476273336e-02  -2.164208272473e-02  -2.164208272473e-02   3.726198846726e-03   3.587744277585e+00   0.000000000000e+00  -3.619487994571e+01  -2.582218494884e-02  -2.273239210332e+00   8.678143288669e+05   1.065563493922e-01   4.825161860851e-01   0.000000000000e+00   1.200000000000e-02  -2.000468471170e-02
belloc               foil_right             6.250000000000e-03  -1.153297286163e-04   5.313952088491e-03   3.883673735643e-04   3.496726190476e-01   0.000000000000e+00  -7.295476273336e-02   2.164208272473e-02   2.164208272473e-02   3.726198846726e-03   3.587744277585e+00   0.000000000000e+00  -3.619487994571e+01   2.582218494884e-02  -2.273239210332e+00   8.678143288669e+05   1.065563493922e-01   4.825161860851e-01   0.000000000000e+00   1.200000000000e-02  -2.000468471170e-02
belloc               foil_right             1.875000000000e-02  -3.459891858488e-04   1.594185626547e-02   1.165102120693e-03   3.490178571429e-01   0.000000000000e+00  -7.295476273336e-02   2.164208272473e-02   2.164208272473e-02   3.719221540179e-03   3.354331409972e+00   0.000000000000e+00  -3.847657177677e+01  -2.078490900397e-02  -2.262394721108e+00   9.205847176084e+05   1.132479257405e-01   4.587250620400e-01   0.000000000000e+00   1.200000000000e-02  -2.000468471170e-02
belloc               foil_right             3.125000000000e-02  -5.766486430813e-04   2.656976044245e-02   1.941836867821e-03   3.483630952381e-01   0.000000000000e+00  -7.295476273336e-02   2.164208272473e-02   2.164208272473e-02   3.712244233631e-03   3.332359264469e+00   0.000000000000e+00  -3.892942364805e+01  -3.393667491724e-02  -2.274962512713e+00   9.296575256694e+05   1.145789905059e-01   4.564855022333e-01   0.000000000000e+00   1.200000000000e-02  -2.000468471170e-02
belloc               foil_right             4.375000000000e-02  -8.073081003138e-04   3.719766461944e-02   2.718571614950e-03   3.477083333333e-01   0.000000000000e+00  -7.295476273336e-02   2.164208272473e-02   2.164208272473e-02   3.705266927083e-03   3.332916698377e+00   0.000000000000e+00  -3.911946111887e+01  -4.348346125727e-02  -2.287148339880e+00   9.324452707379e+05   1.151389843610e-01   4.565423199573e-01   0.000000000000e+00   1.200000000000e-02  -2.000468471170e-02
belloc               foil_right             5.625000000000e-02  -1.037967557546e-03   4.782556879642e-02   3.495306362078e-03   3.470535714286e-01   0.000000000000e+00  -7.295476273336e-02   2.164208272473e-02   2.164208272473e-02   3.698289620536e-03   3.338541321552e+00   0.000000000000e+00  -3.922037127553e+01  -5.202678190839e-02  -2.297548491669e+00   9.330999903230e+05   1.154372068482e-01   4.571156222214e-01   0.000000000000e+00   1.200000000000e-02  -2.000468471170e-02
belloc               foil_right             6.875000000000e-02  -1.268627014779e-03   5.845347297340e-02   4.272041109207e-03   3.463988095238e-01   0.000000000000e+00  -7.295476273336e-02   2.164208272473e-02   2.164208272473e-02   3.691312313988e-03   3.345157933929e+00   0.000000000000e+00  -3.927924222872e+01  -6.019425804540e-02  -2.306162220714e+00   9.327481735237e+05   1.156117990709e-01   4.577900351890e-01   0.000000000000e+00   1.200000000000e-02  -2.000468471170e-02
belloc               foil_right             8.125000000000e-02  -1.499286472011e-03   6.908137715038e-02   5.048775856336e-03   3.457440476190e-01   0.000000000000e+00  -7.295476273336e-02   2.164208272473e-02   2.164208272473e-02   3.684335007440e-03   3.351469309854e+00   0.000000000000e+00  -3.931381324682e+01  -6.822465749303e-02  -2.313142072843e+00   9.318147596860e+05   1.157148285576e-01   4.584333362481e-01   0.000000000000e+00   1.200000000000e-02  -2.000468471170e-02
belloc               foil_right             9.375000000000e-02  -1.729945929244e-03   7.970928132736e-02   5.825510603464e-03   3.450892857143e-01   0.000000000000e+00  -7.295476273336e-02   2.164208272473e-02   2.164208272473e-02   3.677357700893e-03   3.357013649098e+00   0.000000000000e+00  -3.933185040847e+01  -7.624117313950e-02  -2.318626369479e+00   9.304863373783e+05   1.157691029125e-01   4.589984553830e-01   0.000000000000e+00   1.200000000000e-02  -2.000468471170e-02
belloc               foil_right             1.062500000000e-01  -1.960605386476e-03   9.033718550434e-02   6.602245350593e-03   3.444345238095e-01   0.000000000000e+00  -7.295476273336e-02   2.164208272473e-02   2.164208272473e-02   3.670380394345e-03   3.361649289459e+00   0.000000000000e+00  -3.933672810943e+01  -8.432258578492e-02  -2.322716249624e+00   9.288447022459e+05   1.157845402723e-01   4.594709533586e-01   0.000000000000e+00   1.200000000000e-02  -2.000468471170e-02
belloc               foil_right             1.187500000000e-01  -2.191264843709e-03   1.009650896813e-01   7.378980097721e-03   3.437797619048e-01   0.000000000000e+00  -7.295476273336e-02   2.164208272473e-02   2.164208272473e-02   3.663403087798e-03   3.365400049574e+00   0.000000000000e+00  -3.932927721126e+01  -9.252550266403e-02  -2.325477881371e+00   9.269112555541e+05   1.157635915725e-01   4.598532579429e-01   0.000000000000e+00   1.200000000000e-02  -2.000468471170e-02
belloc               foil_right             1.312500000000e-01  -2.421924300941e-03   1.115929938583e-01   8.155714844850e-03   3.431250000000e-01   0.000000000000e+00  -7.295476273336e-02   2.164208272473e-02   2.164208272473e-02   3.656425781250e-03   3.368433938765e+00   0.000000000000e+00  -3.930817311457e+01  -1.008886314427e-01  -2.326949848607e+00   9.246566826582e+05   1.157023803697e-01   4.601624938606e-01   0.000000000000e+00   1.200000000000e-02  -2.000468471170e-02
belloc               foil_right             1.437500000000e-01  -2.652583758174e-03   1.222208980353e-01   8.932449591978e-03   3.424702380952e-01   0.000000000000e+00  -7.295476273336e-02   2.164208272473e-02   2.164208272473e-02   3.649448474702e-03   3.371142729591e+00   0.000000000000e+00  -3.926924650642e+01  -1.094225205953e-01  -2.327155513448e+00   9.219853249674e+05   1.155886830793e-01   4.604385934029e-01   0.000000000000e+00   1.200000000000e-02  -2.000468471170e-02
belloc               foil_right             1.562500000000e-01  -2.883243215406e-03   1.328488022123e-01   9.709184339107e-03   3.418154761905e-01   0.000000000000e+00  -7.295476273336e-02   2.164208272473e-02   2.164208272473e-02   3.642471168155e-03   3.374412266760e+00   0.000000000000e+00  -3.920293407879e+01  -1.180692672457e-01  -2.326133384456e+00   9.186763203621e+05   1.153944557070e-01   4.607718482656e-01   0.000000000000e+00   1.200000000000e-02  -2.000468471170e-02
belloc               foil_right             1.687500000000e-01  -3.113902672639e-03   1.434767063893e-01   1.048591908624e-02   3.411607142857e-01   0.000000000000e+00  -7.295476273336e-02   2.164208272473e-02   2.164208272473e-02   3.635493861607e-03   3.380507550599e+00   0.000000000000e+00  -3.908610579900e+01  -1.265601247773e-01  -2.324042701109e+00   9.141944455686e+05   1.150518764436e-01   4.613931236539e-01   0.000000000000e+00   1.200000000000e-02  -2.000468471170e-02
belloc               foil_right             1.812500000000e-01  -3.344562129871e-03   1.541046105662e-01   1.126265383336e-02   3.405059523810e-01   0.000000000000e+00  -7.295476273336e-02   2.164208272473e-02   2.164208272473e-02   3.628516555060e-03   3.396940509353e+00   0.000000000000e+00  -3.884782711629e+01  -1.337602064306e-01  -2.321678717269e+00   9.068972978307e+05   1.143529947325e-01   4.630680895924e-01   0.000000000000e+00   1.200000000000e-02  -2.000468471170e-02
belloc               foil_right             1.937500000000e-01  -3.575221587104e-03   1.647325147432e-01   1.203938858049e-02   3.398511904762e-01   0.000000000000e+00  -7.295476273336e-02   2.164208272473e-02   2.271234694517e-02   3.621539248512e-03   3.475332662334e+00   0.000000000000e+00  -3.804514732898e+01  -1.306372365105e-01  -2.328372392815e+00   8.865000709168e+05   1.119990739890e-01   4.710611580545e-01   0.000000000000e+00   1.200000000000e-02  -2.000515961603e-02
belloc               foil_right             2.062500000000e-01  -3.805881044336e-03   1.753604189202e-01   1.281612332762e-02   3.390681547619e-01   0.000000000000e+00  -7.295476273336e-02   2.164208272473e-02   2.910287859672e-02   3.613195024182e-03   3.508357386939e+00   0.000000000000e+00  -3.759641235793e+01  -1.498390645072e-01  -2.342897210788e+00   8.739003378873e+05   1.106805419185e-01   4.744466259090e-01   0.000000000000e+00   1.200000000000e-02  -2.000847276550e-02
belloc               foil_right             2.187500000000e-01  -4.194240532671e-03   1.858296535037e-01   1.467127338727e-02   3.376437500000e-01   0.000000000000e+00  -2.192133540505e-01   4.276056667386e-02   3.858962491571e-02   3.598016210937e-03   3.628747086162e+00   0.000000000000e+00  -3.668429915650e+01  -8.863147995077e-02  -2.386679095815e+00   8.488738691819e+05   1.079991468098e-01   4.867551555667e-01   0.000000000000e+00   1.200000000000e-02  -2.001490083709e-02
belloc               foil_right             2.312500000000e-01  -4.650185748621e-03   1.962308868329e-01   1.698860143799e-02   3.357062500000e-01   0.000000000000e+00  -2.192133540505e-01   4.276056667386e-02   4.276056667386e-02   3.577369726563e-03   3.419720386761e+00   0.000000000000e+00  -3.855811467918e+01  -1.663964282262e-01  -2.397287579661e+00   8.867831242319e+05   1.134926111437e-01   4.654694844667e-01   0.000000000000e+00   1.200000000000e-02  -2.001829860136e-02
belloc               foil_right             2.437500000000e-01  -5.106130964571e-03   2.066321201620e-01   1.930592948872e-02   3.337687500000e-01   0.000000000000e+00  -2.192133540505e-01   4.276056667386e-02   4.276056667386e-02   3.556723242187e-03   3.390185764701e+00   0.000000000000e+00  -3.894845222383e+01  -1.860033635721e-01  -2.404946348892e+00   8.905767982137e+05   1.146397682014e-01   4.624591022994e-01   0.000000000000e+00   1.200000000000e-02  -2.001829860136e-02
belloc               foil_right             2.562500000000e-01  -5.562076180521e-03   2.170333534912e-01   2.162325753945e-02   3.318312500000e-01   0.000000000000e+00  -2.192133540505e-01   4.276056667386e-02   4.276056667386e-02   3.536076757813e-03   3.383420410423e+00   0.000000000000e+00  -3.911484290436e+01  -1.978296192590e-01  -2.412957108768e+00   8.891933715441e+05   1.151300063529e-01   4.617695284920e-01   0.000000000000e+00   1.200000000000e-02  -2.001829860136e-02
belloc               foil_right             2.687500000000e-01  -6.018021396471e-03   2.274345868204e-01   2.394058559017e-02   3.298937500000e-01   0.000000000000e+00  -2.192133540505e-01   4.276056667386e-02   4.276056667386e-02   3.515430273438e-03   3.383078035725e+00   0.000000000000e+00  -3.920250889516e+01  -2.074859543963e-01  -2.420201232424e+00   8.859915659912e+05   1.153891821194e-01   4.617346311890e-01   0.000000000000e+00   1.200000000000e-02  -2.001829860136e-02
belloc               foil_right             2.812500000000e-01  -6.473966612421e-03   2.378358201496e-01   2.625791364090e-02   3.279562500000e-01   0.000000000000e+00  -2.192133540505e-01   4.276056667386e-02   4.276056667386e-02   3.494783789063e-03   3.384868106846e+00   0.000000000000e+00  -3.925164161500e+01  -2.164528669453e-01  -2.426458782708e+00   8.819024086535e+05   1.155351711270e-01   4.619170881772e-01   0.000000000000e+00   1.200000000000e-02  -2.001829860136e-02
belloc               foil_right             2.937500000000e-01  -6.929911828371e-03   2.482370534787e-01   2.857524169162e-02   3.260187500000e-01   0.000000000000e+00  -2.192133540505e-01   4.276056667386e-02   4.276056667386e-02   3.474137304688e-03   3.387217988418e+00   0.000000000000e+00  -3.927737580840e+01  -2.253069911426e-01  -2.431670710512e+00   8.772780838917e+05   1.156123681264e-01   4.621566050928e-01   0.000000000000e+00   1.200000000000e-02  -2.001829860136e-02
belloc               foil_right             3.062500000000e-01  -7.385857044321e-03   2.586382868079e-01   3.089256974235e-02   3.240812500000e-01   0.000000000000e+00  -2.192133540505e-01   4.276056667386e-02   4.276056667386e-02   3.453490820312e-03   3.389453401688e+00   0.000000000000e+00  -3.928600353285e+01  -2.343392899429e-01  -2.435806625124e+00   8.722671392191e+05   1.156392327279e-01   4.623844545716e-01   0.000000000000e+00   1.200000000000e-02  -2.001829860136e-02
belloc               foil_right             3.187500000000e-01  -7.841802260271e-03   2.690395201371e-01   3.320989779308e-02   3.221437500000e-01   0.000000000000e+00  -2.192133540505e-01   4.276056667386e-02   4.276056667386e-02   3.432844335938e-03   3.391292910892e+00   0.000000000000e+00  -3.927958252207e+01  -2.437278106126e-01  -2.438830985782e+00   8.669216626918e+05   1.156218037866e-01   4.625719506463e-01   0.000000000000e+00   1.200000000000e-02  -2.001829860136e-02
belloc               foil_right             3.312500000000e-01  -8.297747476221e-03   2.794407534662e-01   3.552722584380e-02   3.202062500000e-01   0.000000000000e+00  -2.192133540505e-01   4.276056667386e-02   4.276056667386e-02   3.412197851563e-03   3.392706730606e+00   0.000000000000e+00  -3.925719068346e+01  -2.535919856560e-01  -2.440692376520e+00   8.612275048177e+05   1.155573787260e-01   4.627160573712e-01   0.000000000000e+00   1.200000000000e-02  -2.001829860136e-02
belloc               foil_right             3.437500000000e-01  -8.753692692171e-03   2.898419867954e-01   3.784455389453e-02   3.182687500000e-01   0.000000000000e+00  -2.192133540505e-01   4.276056667386e-02   4.276056667386e-02   3.391551367188e-03   3.393953054799e+00   0.000000000000e+00  -3.921446774866e+01  -2.639943110951e-01  -2.441321136075e+00   8.550962967585e+05   1.154331699682e-01   4.628430917417e-01   0.000000000000e+00   1.200000000000e-02  -2.001829860136e-02
belloc               foil_right             3.562500000000e-01  -9.209637908121e-03   3.002432201246e-01   4.016188194525e-02   3.163312500000e-01   0.000000000000e+00  -2.192133540505e-01   4.276056667386e-02   4.276056667386e-02   3.370904882813e-03   3.395848480258e+00   0.000000000000e+00  -3.914090260415e+01  -2.748766108918e-01  -2.440638377355e+00   8.483091632482e+05   1.152183511074e-01   4.630362872048e-01   0.000000000000e+00   1.200000000000e-02  -2.001829860136e-02
belloc               foil_right             3.687500000000e-01  -9.665583124071e-03   3.106444534537e-01   4.247920999598e-02   3.143937500000e-01   0.000000000000e+00  -2.192133540505e-01   4.276056667386e-02   4.276056667386e-02   3.350258398437e-03   3.400728469007e+00   0.000000000000e+00  -3.901077434730e+01  -2.857933024494e-01  -2.438609417885e+00   8.403264255321e+05   1.148374954210e-01   4.635336909308e-01   0.000000000000e+00   1.200000000000e-02  -2.001829860136e-02
belloc               foil_right             3.812500000000e-01  -1.012152834002e-02   3.210456867829e-01   4.479653804671e-02   3.124562500000e-01   0.000000000000e+00  -2.192133540505e-01   4.276056667386e-02   4.276056667386e-02   3.329611914063e-03   3.416735455316e+00   0.000000000000e+00  -3.874497084246e+01  -2.945915806953e-01  -2.435551696337e+00   8.294835278191e+05   1.140586284524e-01   4.651652386759e-01   0.000000000000e+00   1.200000000000e-02  -2.001829860136e-02
belloc               foil_right             3.937500000000e-01  -1.057747355597e-02   3.314469201121e-01   4.711386609743e-02   3.105187500000e-01   0.000000000000e+00  -2.192133540505e-01   4.276056667386e-02   4.393380027775e-02   3.308965429688e-03   3.501461928976e+00   0.000000000000e+00  -3.784866106832e+01  -2.810153663460e-01  -2.442903593760e+00   8.053064910378e+05   1.114307531701e-01   4.738071228793e-01   0.000000000000e+00   1.200000000000e-02  -2.001931732356e-02
